,Novel Name,Novel Date,Novel Url,Writer Url,Num Submissions,Avg Submission,Min Submission,Min Day,Max Submission,Max Day,Standard Deviation
989,Le rayon vert,November 2011,http://nanowrimo.org/participants/walktapus-bis/novels/le-rayon-vert-810846,http://nanowrimo.org/participants/Walktapus-bis/novels,1,0.0,0,1,0,1,0.0
990,L'envers du monde,November 2015,http://nanowrimo.org/participants/vleg/novels/l-envers-du-monde,http://nanowrimo.org/participants/Vleg/novels,11,1129.18181818,147,9,4025,1,1179.07805418
991,Ils nous ont chassés de leurs cœurs,November 2014,http://nanowrimo.org/participants/vleg/novels/ils-nous-ont-chasses-de-leurs-coeurs,http://nanowrimo.org/participants/Vleg/novels,30,1698.76666667,0,1,4077,29,1126.21625168
992,Currently Untitled Paris Story,November 2015,http://nanowrimo.org/participants/vivi4/novels/currently-untitled-paris-story,http://nanowrimo.org/participants/vivi4/novels,13,1183.07692308,1,13,5009,8,1419.70346099
993,Respirer,November 2015,http://nanowrimo.org/participants/violeen/novels/respirer-826339,http://nanowrimo.org/participants/Violeen/novels,7,2042.71428571,311,11,5774,4,1771.71246573
994,Death Heaters : boiling point,November 2015,http://nanowrimo.org/participants/vilyajade/novels/death-heaters-boiling-point,http://nanowrimo.org/participants/Vilyajade/novels,23,2198.30434783,585,29,6683,1,1090.71908609
995,Death Heaters,November 2014,http://nanowrimo.org/participants/vilyajade/novels/death-heaters,http://nanowrimo.org/participants/Vilyajade/novels,27,2075.85185185,1426,26,3385,1,493.604557853
996,The Undeads,November 2013,http://nanowrimo.org/participants/vilyajade/novels/the-undeads,http://nanowrimo.org/participants/Vilyajade/novels,28,1834.5,435,1,2834,9,568.195546068
997,None yet,November 2012,http://nanowrimo.org/participants/vilyajade/novels/none-yet-181340,http://nanowrimo.org/participants/Vilyajade/novels,29,1724.68965517,0,1,3695,17,701.191060757
998,Kvæði,November 2011,http://nanowrimo.org/participants/vilyajade/novels/vg3d5t86,http://nanowrimo.org/participants/Vilyajade/novels,23,2183.60869565,330,24,5137,30,1225.63260468
999,Une heure de plus,November 2010,http://nanowrimo.org/participants/vilyajade/novels/une-heure-de-plus,http://nanowrimo.org/participants/Vilyajade/novels,1,0.0,0,1,0,1,0.0
1000,L'Arbre de Feu - tome 2,November 2015,http://nanowrimo.org/participants/ursamaritima/novels/l-arbre-de-feu-tome-2,http://nanowrimo.org/participants/UrsaMaritima/novels,16,1281.25,100,12,3098,5,974.887589674
1001,Animōsa,November 2014,http://nanowrimo.org/participants/ursamaritima/novels/animosa,http://nanowrimo.org/participants/UrsaMaritima/novels,10,1381.8,346,10,3357,1,868.173692299
1002,L'Arbre de Feu - Tome 1,November 2013,http://nanowrimo.org/participants/ursamaritima/novels/l-arbre-de-feu-tome-1,http://nanowrimo.org/participants/UrsaMaritima/novels,11,1407.72727273,350,10,2898,5,846.575142013
1003,Crypto,November 2012,http://nanowrimo.org/participants/ursamaritima/novels/crypto,http://nanowrimo.org/participants/UrsaMaritima/novels,12,1653.5,142,17,4336,5,1293.73010452
1004,Bleu Orage,November 2015,http://nanowrimo.org/participants/unseelie-ashbless/novels/bleu-orage,http://nanowrimo.org/participants/Unseelie-Ashbless/novels,2,218.0,200,6,236,1,18.0
1005,Absalon Blues,November 2014,http://nanowrimo.org/participants/unseelie-ashbless/novels/absalon-blues,http://nanowrimo.org/participants/Unseelie-Ashbless/novels,29,1727.4137931,112,13,5290,28,1084.41535233
1006,Long way home,November 2013,http://nanowrimo.org/participants/unseelie-ashbless/novels/long-way-home-473321,http://nanowrimo.org/participants/Unseelie-Ashbless/novels,30,1671.7,11,3,6586,29,1446.74234403
1007,Nano 2015,November 2015,http://nanowrimo.org/participants/ultrachilly/novels/nano-2015-995073,http://nanowrimo.org/participants/UltraChilly/novels,7,1688.14285714,756,11,2190,12,429.245660123
1008,L'intrus (titre de travail),November 2013,http://nanowrimo.org/participants/ultrachilly/novels/l-intrus-titre-de-travail,http://nanowrimo.org/participants/UltraChilly/novels,21,2394.85714286,-500,5,7151,30,1502.56638505
1009,"TerraDos, j'écris ton nom...",November 2015,http://nanowrimo.org/participants/tuttyfruity/novels/terrados-j-ecris-ton-nom,http://nanowrimo.org/participants/tuttyFruity/novels,14,2168.07142857,1016,9,3612,1,835.979789937
1010,Phosphore et Antimoine,November 2015,http://nanowrimo.org/participants/tutie/novels/phosphore-et-antimoine,http://nanowrimo.org/participants/Tutie/novels,8,1243.875,576,9,2919,1,670.386537287
1011,Les Terminus du Sud,November 2014,http://nanowrimo.org/participants/tutie/novels/les-terminus-du-sud,http://nanowrimo.org/participants/Tutie/novels,26,1926.46153846,491,12,6507,1,1196.16484041
1012,"Pourtant, il y avait du soleil",November 2013,http://nanowrimo.org/participants/tutie/novels/pourtant-il-y-avait-du-soleil,http://nanowrimo.org/participants/Tutie/novels,7,1188.71428571,374,12,1851,1,409.715829844
1013,Retour à Roc Feller,November 2012,http://nanowrimo.org/participants/tutie/novels/retour-a-roc-feller,http://nanowrimo.org/participants/Tutie/novels,27,1904.7037037,-2955,2,6061,17,1780.11688786
1014,Estelle Parallèle,November 2011,http://nanowrimo.org/participants/tutie/novels/estelle-parallele,http://nanowrimo.org/participants/Tutie/novels,27,1885.11111111,334,23,3360,29,979.094870496
1015,"Sans titre, mais avec un poney",November 2010,http://nanowrimo.org/participants/tutie/novels/sans-titre-mais-avec-un-poney,http://nanowrimo.org/participants/Tutie/novels,1,0.0,0,1,0,1,0.0
1016,La défense sicilienne,November 2015,http://nanowrimo.org/participants/tristan-morlaes/novels/la-defense-sicilienne,http://nanowrimo.org/participants/tristan-morlaes/novels,10,5023.1,1502,4,19097,22,4973.54124241
1017,à venir,November 2014,http://nanowrimo.org/participants/tristan-morlaes/novels/a-venir-673990,http://nanowrimo.org/participants/tristan-morlaes/novels,20,3333.75,314,5,8424,15,1793.21055303
1018,Pog [Refonte],November 2015,http://nanowrimo.org/participants/trikopp/novels/pog-refonte,http://nanowrimo.org/participants/Trikopp/novels,3,660.0,0,1,1028,5,467.720714387
1019,Rien de tout cela n'ira nulle part.,November 2015,http://nanowrimo.org/participants/the-sullen-captain/novels/rien-de-tout-cela-n-ira-nulle-part,http://nanowrimo.org/participants/The-Sullen-Captain/novels,21,4281.42857143,184,7,20136,25,5295.77631857
1020,The Immortal Cup,November 2015,http://nanowrimo.org/participants/terresdebrume/novels/the-immortal-cup,http://nanowrimo.org/participants/TerresDeBrume/novels,16,1562.5,0,1,5392,7,1366.78527941
1021,The Mortal Instrument,November 2014,http://nanowrimo.org/participants/terresdebrume/novels/the-mortal-instrument,http://nanowrimo.org/participants/TerresDeBrume/novels,26,3041.61538462,488,22,6805,14,1801.8771852
1022,They fell from the sky (and shattered the earth beneath their feet),November 2012,http://nanowrimo.org/participants/terresdebrume/novels/they-fell-from-the-sky-and-shattered-the-earth-beneath-their-feet,http://nanowrimo.org/participants/TerresDeBrume/novels,13,2005.30769231,-850,4,4145,19,1181.86894917
1023,"Chasseur - Initiation (tome deux, suite et... non, pas fin)",November 2015,http://nanowrimo.org/participants/teneombre/novels/chasseur-initiation-tome-deux-suite-et-non-pas-fin,http://nanowrimo.org/participants/Teneombre/novels,30,1666.73333333,1,20,4556,30,1229.14097193
1024,Chasseur - Tome 2 - Initiation,November 2014,http://nanowrimo.org/participants/teneombre/novels/chasseur-tome-2-initiation,http://nanowrimo.org/participants/Teneombre/novels,23,2264.39130435,81,27,8130,2,1612.65575558
1025,La sorcière et le prince,November 2013,http://nanowrimo.org/participants/teneombre/novels/la-sorciere-et-le-prince,http://nanowrimo.org/participants/Teneombre/novels,24,3582.25,49,14,11169,23,2977.47394685
1026,Andara,November 2012,http://nanowrimo.org/participants/teneombre/novels/andara,http://nanowrimo.org/participants/Teneombre/novels,15,3361.46666667,0,1,5935,10,1802.93622985
1027,Sac de noeuds,November 2015,http://nanowrimo.org/participants/tchaymz/novels/sac-de-noeuds,http://nanowrimo.org/participants/tchaymz/novels,6,1042.33333333,0,1,1935,7,762.174010461
1028,Eparts,November 2014,http://nanowrimo.org/participants/tchaymz/novels/eparts,http://nanowrimo.org/participants/tchaymz/novels,22,1324.77272727,0,1,4009,2,1104.57963752
1029,MJ,November 2015,http://nanowrimo.org/participants/sylvene/novels/mj-1000706,http://nanowrimo.org/participants/Sylvene/novels,3,2865.66666667,0,1,7535,8,3330.06169446
1030,Le clan du Loup,November 2014,http://nanowrimo.org/participants/sylvene/novels/le-clan-du-loup,http://nanowrimo.org/participants/Sylvene/novels,6,2572.5,0,1,8616,5,2984.61542749
1031,Némésis 2.0,November 2015,http://nanowrimo.org/participants/sylphe/novels/nemesis-2-0,http://nanowrimo.org/participants/Sylphe/novels,15,3414.06666667,1693,1,5371,16,1438.18786286
1032,Némésis,November 2013,http://nanowrimo.org/participants/sylphe/novels/nemesis-360535,http://nanowrimo.org/participants/Sylphe/novels,23,2188.52173913,-5908,10,5917,26,2150.74326626
1033,Orders: Making peace,November 2015,http://nanowrimo.org/participants/syderia/novels/orders-making-peace,http://nanowrimo.org/participants/Syderia/novels,12,402.833333333,73,11,790,6,218.948941283
1034,De la Nature de la Justice,November 2014,http://nanowrimo.org/participants/syderia/novels/de-la-nature-de-la-justice,http://nanowrimo.org/participants/Syderia/novels,13,1875.23076923,164,30,7636,9,1915.21885288
1035,Une vie à genoux,November 2013,http://nanowrimo.org/participants/syderia/novels/une-vie-a-genoux,http://nanowrimo.org/participants/Syderia/novels,22,2337.09090909,140,18,10172,30,2110.39871091
1036,La mort d'un héros,November 2012,http://nanowrimo.org/participants/syderia/novels/la-mort-d-un-heros,http://nanowrimo.org/participants/Syderia/novels,12,4168.08333333,0,1,14930,24,4643.37927337
1037,Land of Mist,November 2011,http://nanowrimo.org/participants/syderia/novels/land-of-mist,http://nanowrimo.org/participants/Syderia/novels,22,2313.59090909,486,5,4116,27,1177.09293906
1038,War Story,November 2010,http://nanowrimo.org/participants/syderia/novels/war-story-440389,http://nanowrimo.org/participants/Syderia/novels,1,0.0,0,1,0,1,0.0
1039,Theneor Dorinam,November 2009,http://nanowrimo.org/participants/syderia/novels/theneor-dorinam,http://nanowrimo.org/participants/Syderia/novels,1,0.0,0,1,0,1,0.0
1040,Blood Sword,November 2008,http://nanowrimo.org/participants/syderia/novels/blood-sword-440404,http://nanowrimo.org/participants/Syderia/novels,1,0.0,0,1,0,1,0.0
1041,Apocalypse,November 2007,http://nanowrimo.org/participants/syderia/novels/apocalypse-577266,http://nanowrimo.org/participants/Syderia/novels,1,0.0,0,1,0,1,0.0
1042,Les ailes brisées du Phoenix,November 2006,http://nanowrimo.org/participants/syderia/novels/les-ailes-brisees-du-phoenix,http://nanowrimo.org/participants/Syderia/novels,1,0.0,0,1,0,1,0.0
1043,Pas de titre,November 2015,http://nanowrimo.org/participants/svetlana-desmon/novels/pas-de-titre-813660,http://nanowrimo.org/participants/Svetlana-Desmon/novels,16,3841.5,154,5,14921,4,5133.53337137
1044,Draconem et canis,November 2013,http://nanowrimo.org/participants/svetlana-desmon/novels/draconem-et-canis,http://nanowrimo.org/participants/Svetlana-Desmon/novels,3,1771.0,311,4,3320,1,1230.03008093
1045,From Pinewood To Devon With Love,November 2012,http://nanowrimo.org/participants/svetlana-desmon/novels/from-pinewood-to-devon-with-love,http://nanowrimo.org/participants/Svetlana-Desmon/novels,9,5575.66666667,509,3,23603,21,7100.29791237
1046,L'Apocalypse selon Singent // Eden S.A.,November 2011,http://nanowrimo.org/participants/svetlana-desmon/novels/l-apocalypse-selon-singent-eden-s-a,http://nanowrimo.org/participants/Svetlana-Desmon/novels,21,2399.14285714,59,16,5820,20,1257.90673762
1047,La Sorciunauté : Tome 1,November 2010,http://nanowrimo.org/participants/svetlana-desmon/novels/la-sorciunaute-tome-1,http://nanowrimo.org/participants/Svetlana-Desmon/novels,1,0.0,0,1,0,1,0.0
1048,Satisfied/Some Kind of Title/Some Other Witty Title,November 2015,http://nanowrimo.org/participants/sushimustwrite/novels/satisfied-some-kind-of-title-some-other-witty-title,http://nanowrimo.org/participants/sushimustwrite/novels,30,10073.4333333,2590,13,25057,1,6468.17273364
1049,The Top NOWD Donor Novel/The Shuttershock Worlds (rewrite)/???,November 2014,http://nanowrimo.org/participants/sushimustwrite/novels/the-top-nowd-donor-novel-the-shuttershock-worlds-rewrite,http://nanowrimo.org/participants/sushimustwrite/novels,28,5412.17857143,157,28,20003,8,5299.71351688
1050,The Lego Wars Require a Wittier Title/The Best Unnamed Thing Ever/The Quest for a Roboromance Title,November 2013,http://nanowrimo.org/participants/sushimustwrite/novels/the-lego-wars-require-a-wittier-title-the-best-unnamed-thing-ever-the-quest-for-a-roboromance-title,http://nanowrimo.org/participants/sushimustwrite/novels,19,8186.89473684,110,4,50004,1,11281.7929281
1051,Some Title Goes Here / Legends of Wrimonia,November 2012,http://nanowrimo.org/participants/sushimustwrite/novels/some-title-goes-here-legends-of-wrimonia,http://nanowrimo.org/participants/sushimustwrite/novels,16,6800.0625,205,10,50030,1,11836.7177221
1052,An Unauthorized Autobiography / Dissolve / Something decided by my top NOWD donor,November 2011,http://nanowrimo.org/participants/sushimustwrite/novels/an-unauthorized-autobiography-dissolve-something-decided-by-my-top-nowd-donor,http://nanowrimo.org/participants/sushimustwrite/novels,25,9374.04,368,6,50004,1,10812.9485321
1053,The Shuttershock Worlds (tentative) / Witty Title Goes Here / Some Other Title,November 2010,http://nanowrimo.org/participants/sushimustwrite/novels/the-shuttershock-worlds-tentative-witty-title-goes-here-some-other-title,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1054,Witty Title Goes Here / Adventures in Wrimonia,November 2009,http://nanowrimo.org/participants/sushimustwrite/novels/witty-title-goes-here-adventures-in-wrimonia,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1055,Untitled,November 2008,http://nanowrimo.org/participants/sushimustwrite/novels/novel-569765,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1056,Title? Who needs one of those?,November 2007,http://nanowrimo.org/participants/sushimustwrite/novels/title-who-needs-one-of-those,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1057,The Wayback Machine Says I Never Titled This,November 2006,http://nanowrimo.org/participants/sushimustwrite/novels/the-wayback-machine-says-i-never-titled-this,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1058,What WIll Pass Away,November 2005,http://nanowrimo.org/participants/sushimustwrite/novels/what-will-pass-away,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1059,Ask Me Later,November 2004,http://nanowrimo.org/participants/sushimustwrite/novels/ask-me-later-570944,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1060,Lifeboats,November 2003,http://nanowrimo.org/participants/sushimustwrite/novels/lifeboats-570949,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1061,You'd Go Crazy Too,November 2002,http://nanowrimo.org/participants/sushimustwrite/novels/you-d-go-crazy-too,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
1062,TBA,November 2015,http://nanowrimo.org/participants/sunshine_md/novels/tba-817196,http://nanowrimo.org/participants/Sunshine_md/novels,2,1557.0,1399,7,1715,1,158.0
1063,Hikari,November 2014,http://nanowrimo.org/participants/sunshine_md/novels/hikari-575769,http://nanowrimo.org/participants/Sunshine_md/novels,21,2390.80952381,391,19,14749,30,2884.10995793
1064,Persona Non Grata,November 2013,http://nanowrimo.org/participants/sunshine_md/novels/persona-non-grata-433373,http://nanowrimo.org/participants/Sunshine_md/novels,16,1318.1875,-400,2,4278,4,947.520660642
1065,Nano 2015,November 2015,http://nanowrimo.org/participants/stinou/novels/nano-2015-831869,http://nanowrimo.org/participants/Stinou/novels,7,3774.0,2074,2,5976,15,1411.38493281
1066,Third part of prequel of the CK,November 2014,http://nanowrimo.org/participants/stinou/novels/third-part-of-prequel-of-the-ck,http://nanowrimo.org/participants/Stinou/novels,7,7169.42857143,4124,1,12715,16,3009.91845438
1067,mon premier Nano... ;)...enfin j'espère !,November 2013,http://nanowrimo.org/participants/stinou/novels/mon-premier-nano-enfin-j-espere,http://nanowrimo.org/participants/Stinou/novels,17,2968.35294118,300,3,11708,29,2539.24979521
1068,L'arpenteur de rêves,November 2015,http://nanowrimo.org/participants/stendhalsyndrome/novels/l-arpenteur-de-reves,http://nanowrimo.org/participants/stendhalsyndrome/novels,1,0.0,0,1,0,1,0.0
1069,La carte du fou,November 2014,http://nanowrimo.org/participants/stendhalsyndrome/novels/la-carte-du-fou,http://nanowrimo.org/participants/stendhalsyndrome/novels,8,944.625,0,1,1848,18,570.636034943
1070,"When the Last One Is Dead, part 2",November 2015,http://nanowrimo.org/participants/spalven/novels/when-the-last-one-is-dead-part-2,http://nanowrimo.org/participants/spalven/novels,21,2383.66666667,494,15,5043,8,986.274246287
1071,When the Last One Is Dead,November 2014,http://nanowrimo.org/participants/spalven/novels/when-the-last-one-is-dead,http://nanowrimo.org/participants/spalven/novels,30,2518.36666667,1671,13,5287,23,1014.32409296
1072,Red Ink,November 2013,http://nanowrimo.org/participants/spalven/novels/red-ink-469331,http://nanowrimo.org/participants/spalven/novels,29,2370.03448276,730,21,3902,16,725.205344654
1073,Jegervalp (The Hunters' Apprentice),November 2012,http://nanowrimo.org/participants/spalven/novels/jegervalp-the-hunters-apprentice,http://nanowrimo.org/participants/spalven/novels,26,1958.80769231,192,19,3800,1,851.687420958
1074,Nathaniel Must Die,November 2011,http://nanowrimo.org/participants/spalven/novels/nathaniel-must-die,http://nanowrimo.org/participants/spalven/novels,26,2312.80769231,182,16,6246,30,1369.87029199
1075,Not My Hero,November 2010,http://nanowrimo.org/participants/spalven/novels/not-my-hero,http://nanowrimo.org/participants/spalven/novels,1,0.0,0,1,0,1,0.0
1076,Scarlet's Revenge,November 2009,http://nanowrimo.org/participants/spalven/novels/scarlet-s-revenge,http://nanowrimo.org/participants/spalven/novels,1,0.0,0,1,0,1,0.0
1077,Roberto Johns the super spy,November 2006,http://nanowrimo.org/participants/spalven/novels/roberto-johns-the-super-spy-575322,http://nanowrimo.org/participants/spalven/novels,1,0.0,0,1,0,1,0.0
1078,How to Destroy a Child,November 2005,http://nanowrimo.org/participants/spalven/novels/how-to-destroy-a-child,http://nanowrimo.org/participants/spalven/novels,1,0.0,0,1,0,1,0.0
1079,Guitar Kid,November 2004,http://nanowrimo.org/participants/spalven/novels/guitar-kid,http://nanowrimo.org/participants/spalven/novels,1,0.0,0,1,0,1,0.0
1080,Kit et Rielle,November 2015,http://nanowrimo.org/participants/sophie-ekwo/novels/kit-et-rielle,http://nanowrimo.org/participants/Sophie-Ekwo/novels,30,1666.9,1,30,3733,28,964.47313251
1081,Bård,November 2014,http://nanowrimo.org/participants/sophie-ekwo/novels/bard-668505,http://nanowrimo.org/participants/Sophie-Ekwo/novels,25,2001.64,329,20,3520,10,816.579396262
1082,La voie du diable,November 2015,http://nanowrimo.org/participants/sophia-humbert/novels/la-voie-du-diable,http://nanowrimo.org/participants/Sophia-Humbert/novels,12,39461.25,649,14,448737,1,123405.518649
1083,La voie des ténèbres,November 2014,http://nanowrimo.org/participants/sophia-humbert/novels/la-voie-des-tenebres,http://nanowrimo.org/participants/Sophia-Humbert/novels,26,3649.46153846,395,22,8928,1,1784.08912831
1084,On the Wings of Music II,November 2015,http://nanowrimo.org/participants/soniaf/novels/on-the-wings-of-music-ii,http://nanowrimo.org/participants/Soniaf/novels,20,1994.2,450,4,3684,23,863.763080943
1085,On the Wings of Music,November 2014,http://nanowrimo.org/participants/soniaf/novels/on-the-wings-of-music,http://nanowrimo.org/participants/Soniaf/novels,22,2510.0,0,1,6019,23,1357.87685209
1086,Untitled,November 2015,http://nanowrimo.org/participants/sombral/novels/novel-941073,http://nanowrimo.org/participants/Sombral/novels,1,302.0,302,1,302,1,0.0
1087,Stitched,November 2015,http://nanowrimo.org/participants/solibear/novels/stitched-821749,http://nanowrimo.org/participants/Solibear/novels,30,1676.86666667,1,15,8954,29,2476.27671762
1088,Ascended One: Seven Isles Chronicles,November 2014,http://nanowrimo.org/participants/solibear/novels/ascended-one-seven-isles-chronicles,http://nanowrimo.org/participants/Solibear/novels,25,2213.52,57,3,6439,23,1497.65927019
1089,Carliers,November 2015,http://nanowrimo.org/participants/solamades/novels/carliers,http://nanowrimo.org/participants/Solamades/novels,28,5359.0,1,14,11066,6,3236.09994548
1090,Ailleurs,November 2014,http://nanowrimo.org/participants/solamades/novels/ailleurs-666266,http://nanowrimo.org/participants/Solamades/novels,28,4186.39285714,317,15,10934,14,2841.51682757
1091,Immense,November 2013,http://nanowrimo.org/participants/solamades/novels/immense,http://nanowrimo.org/participants/Solamades/novels,29,5277.96551724,1280,23,9617,28,2103.13053168
1092,Les Maitres du Monde 3,November 2012,http://nanowrimo.org/participants/solamades/novels/les-maitres-du-monde-3,http://nanowrimo.org/participants/Solamades/novels,24,4377.54166667,674,2,12399,18,2553.25538903
1093,"Héroïques, Partie 1 : Ethulas",November 2011,http://nanowrimo.org/participants/solamades/novels/heroiques-partie-1-ethulas,http://nanowrimo.org/participants/Solamades/novels,21,2665.38095238,606,10,5750,24,1436.59264453
1094,Les Maitres du monde 2,November 2010,http://nanowrimo.org/participants/solamades/novels/les-maitres-du-monde-2,http://nanowrimo.org/participants/Solamades/novels,1,0.0,0,1,0,1,0.0
1095,I woke up screaming,November 2015,http://nanowrimo.org/participants/silybum/novels/i-woke-up-screaming,http://nanowrimo.org/participants/Silybum/novels,16,3333.8125,0,1,20336,30,4504.19907168
1096,Lost Ghosts - Le retour,November 2015,http://nanowrimo.org/participants/siloe/novels/lost-ghosts-le-retour,http://nanowrimo.org/participants/Siloe/novels,12,1381.58333333,711,6,2452,12,563.453112266
1097,Lost Ghosts,November 2012,http://nanowrimo.org/participants/siloe/novels/lost-ghosts,http://nanowrimo.org/participants/Siloe/novels,13,1156.84615385,0,1,2604,5,795.162571298
1098,Brian,November 2015,http://nanowrimo.org/participants/shuu/novels/brian-1002130,http://nanowrimo.org/participants/Shuu/novels,18,2817.22222222,0,1,5888,30,1606.7945162
1099,Projets,November 2014,http://nanowrimo.org/participants/shuu/novels/projets,http://nanowrimo.org/participants/Shuu/novels,1,0.0,0,1,0,1,0.0
1100,En terre ennemie,November 2013,http://nanowrimo.org/participants/shuu/novels/en-terre-ennemie,http://nanowrimo.org/participants/Shuu/novels,14,3617.35714286,668,3,9783,30,2918.73934644
1101,Le Royaume,November 2012,http://nanowrimo.org/participants/shuu/novels/le-royaume,http://nanowrimo.org/participants/Shuu/novels,25,2033.76,368,15,3966,4,1061.79121413
1102,Hors Contrôle,November 2011,http://nanowrimo.org/participants/shuu/novels/hors-controle,http://nanowrimo.org/participants/Shuu/novels,5,1474.2,0,1,2472,8,930.500381515
1103,Point de Rupture,November 2010,http://nanowrimo.org/participants/shuu/novels/point-de-rupture,http://nanowrimo.org/participants/Shuu/novels,1,0.0,0,1,0,1,0.0
1104,Parce que je l'ai décidé.,November 2015,http://nanowrimo.org/participants/shikaya/novels/parce-que-je-l-ai-decide,http://nanowrimo.org/participants/Shikaya/novels,10,2305.3,1020,2,3355,9,742.690117074
1105,Un jugement impératif,November 2015,http://nanowrimo.org/participants/senekata/novels/un-jugement-imperatif,http://nanowrimo.org/participants/Senekata/novels,30,1681.0,50,18,4687,1,932.646949994
1106,Pr Hamlet // Sainte-Marie-Les-Innocents,November 2011,http://nanowrimo.org/participants/senekata/novels/pr-hamlet-sainte-marie-les-innocents,http://nanowrimo.org/participants/Senekata/novels,30,1693.2,303,7,3997,11,884.763071863
1107,Le pays enchanté ou les mystères de la réincarnation,November 2010,http://nanowrimo.org/participants/senekata/novels/le-pays-enchante-ou-les-mysteres-de-la-reincarnation,http://nanowrimo.org/participants/Senekata/novels,1,0.0,0,1,0,1,0.0
1108,L'inconditionnel soutien des morts,November 2015,http://nanowrimo.org/participants/selma-bodwinger/novels/l-inconditionnel-soutien-des-morts,http://nanowrimo.org/participants/Selma-Bodwinger/novels,8,1237.25,228,4,2207,1,623.965493838
1109,Secrets de pension,November 2015,http://nanowrimo.org/participants/seija/novels/secrets-de-pension,http://nanowrimo.org/participants/Seija/novels,10,2006.5,215,10,7091,1,1951.68651427
1110,San Francisco Punch,November 2014,http://nanowrimo.org/participants/seija/novels/san-francisco-punch,http://nanowrimo.org/participants/Seija/novels,15,3358.13333333,1,21,6865,14,1382.42997974
1111,Le rire du défunt,November 2013,http://nanowrimo.org/participants/seija/novels/le-rire-du-defunt,http://nanowrimo.org/participants/Seija/novels,18,2412.61111111,283,4,9062,30,2138.54304347
1112,Chroniques de Taliente,November 2015,http://nanowrimo.org/participants/scylite/novels/chroniques-de-taliente,http://nanowrimo.org/participants/Scylite/novels,29,1734.93103448,28,10,5965,28,1515.92038575
1113,Oubliées de la lune,November 2015,http://nanowrimo.org/participants/scribantrope/novels/oubliees-de-la-lune,http://nanowrimo.org/participants/Scribantrope/novels,5,112.4,0,1,205,25,79.993999775
1114,Grímnismál,November 2013,http://nanowrimo.org/participants/scribantrope/novels/grimnismal,http://nanowrimo.org/participants/Scribantrope/novels,21,620.952380952,32,12,1447,5,421.14396093
1115,Aucun titre pour le moment,November 2015,http://nanowrimo.org/participants/scott-green/novels/aucun-titre-pour-le-moment,http://nanowrimo.org/participants/Scott-Green/novels,14,1378.57142857,1,5,4118,1,1301.97205995
1116,Litanie,November 2015,http://nanowrimo.org/participants/scarlett-in-wonderland/novels/litanie-897507,http://nanowrimo.org/participants/scarlett-in-wonderland/novels,10,1040.6,233,7,3425,8,909.391796752
1117,Litanie,November 2014,http://nanowrimo.org/participants/scarlett-in-wonderland/novels/litanie,http://nanowrimo.org/participants/scarlett-in-wonderland/novels,23,2237.56521739,0,1,5026,8,877.600128121
1118,Après l'Atlantide (Le Cochon Mélomane),November 2015,http://nanowrimo.org/participants/saschka/novels/apres-l-atlantide-le-cochon-melomane,http://nanowrimo.org/participants/Saschka/novels,28,1821.85714286,180,21,3287,22,606.039291176
1119,Le stagiaire,November 2014,http://nanowrimo.org/participants/saschka/novels/le-stagiaire,http://nanowrimo.org/participants/Saschka/novels,12,2108.33333333,750,24,4050,16,952.046509135
1120,Éphialtès,November 2013,http://nanowrimo.org/participants/saschka/novels/ephialtes,http://nanowrimo.org/participants/Saschka/novels,21,2164.19047619,525,27,5300,9,1366.37816766
1121,L'Homme de sa vie.,November 2012,http://nanowrimo.org/participants/saschka/novels/l-homme-de-sa-vie,http://nanowrimo.org/participants/Saschka/novels,27,1976.07407407,254,30,3374,13,857.783488435
1122,Le Serment d'Albanwr.,November 2011,http://nanowrimo.org/participants/saschka/novels/le-serment-d-albanwr,http://nanowrimo.org/participants/Saschka/novels,23,2260.86956522,255,16,4945,17,1063.71372842
1123,Absences,November 2015,http://nanowrimo.org/participants/sarisarounette/novels/absences,http://nanowrimo.org/participants/Sarisarounette/novels,9,3080.33333333,750,9,8254,17,2350.66345245
1124,Untitled,November 2015,http://nanowrimo.org/participants/sarah-moan/novels/untitled-839891,http://nanowrimo.org/participants/Sarah-Moan/novels,11,1321.09090909,138,6,2635,11,823.577170259
1125,"And that's called ""glad""",November 2014,http://nanowrimo.org/participants/sarah-moan/novels/and-that-s-called-glad,http://nanowrimo.org/participants/Sarah-Moan/novels,27,2053.88888889,1600,27,4673,1,659.605456333
1126,Untitled,November 2013,http://nanowrimo.org/participants/sarah-moan/novels/novel-411836,http://nanowrimo.org/participants/Sarah-Moan/novels,16,1098.6875,0,1,3369,19,991.755496503
